userID,artistID,tagID,day,month,year
7,385,136,1,5,2008
7,388,138,1,11,2007
7,389,136,1,5,2008
7,390,136,1,5,2008
7,392,136,1,5,2008
7,393,136,1,5,2008
7,393,139,1,11,2007
7,394,138,1,11,2007
7,395,136,1,5,2008
7,395,138,1,11,2007
7,395,140,1,11,2007
7,396,136,1,5,2008
7,399,136,1,5,2008
7,400,136,1,5,2008
7,401,72,1,11,2007
7,403,136,1,5,2008
7,404,138,1,11,2007
7,408,70,1,12,2010
7,408,144,1,12,2010
7,408,146,1,12,2010
7,408,147,1,12,2010
7,408,148,1,12,2010
7,412,136,1,5,2008
7,413,27,1,11,2007
7,413,29,1,11,2007
7,479,136,1,5,2008
7,484,136,1,5,2008
7,486,136,1,5,2008
7,488,137,1,11,2007
7,491,72,1,4,2008
7,491,78,1,4,2008
7,491,136,1,5,2008
7,491,137,1,4,2008
7,502,137,1,11,2007
7,515,137,1,11,2007
7,516,136,1,5,2008
7,699,136,1,5,2008
7,915,137,1,11,2007
7,950,88,1,11,2007
7,961,136,1,5,2008
7,1121,136,1,5,2008
7,1126,137,1,11,2007
7,1189,72,1,11,2007
7,1370,136,1,5,2008
7,1373,78,1,11,2007
7,1470,142,1,11,2007
7,1514,72,1,11,2007
7,1597,136,1,5,2008
7,1790,136,1,5,2008
7,1809,136,1,5,2008
7,1869,72,1,11,2007
7,1896,136,1,5,2008
7,1907,136,1,5,2008
7,1907,139,1,11,2007
7,1917,136,1,5,2008
7,1917,139,1,11,2007
7,1918,140,1,11,2007
7,1926,138,1,1,2008
7,1926,140,1,1,2008
7,2043,142,1,11,2007
7,2044,142,1,11,2007
7,2095,139,1,11,2007
7,2362,137,1,11,2007
7,2450,136,1,5,2008
7,2532,142,1,11,2007
7,2534,136,1,5,2008
7,2929,72,1,11,2007
7,3276,136,1,5,2008
7,3325,159,1,12,2007
7,3401,78,1,11,2007
7,3403,137,1,11,2007
7,3472,136,1,5,2008
7,3531,136,1,5,2008
7,3531,137,1,11,2007
7,3877,136,1,5,2008
7,3894,136,1,5,2008
7,4124,136,1,5,2008
7,4266,137,1,11,2007
7,4277,136,1,5,2008
7,4277,137,1,11,2007
7,4287,137,1,11,2007
7,4908,136,1,5,2008
7,4915,136,1,5,2008
7,4915,143,1,11,2007
7,5000,141,1,11,2007
7,5007,139,1,11,2007
7,5011,138,1,11,2007
7,5014,138,1,11,2007
7,5018,138,1,11,2007
7,5256,141,1,11,2007
7,5495,139,1,11,2007
7,5497,136,1,5,2008
7,5653,136,1,5,2008
7,6640,72,1,11,2007
7,8277,140,1,11,2007
7,8283,140,1,11,2007
7,9414,136,1,5,2008
7,10427,136,1,5,2008
7,10841,72,1,11,2007
7,12410,136,1,5,2008
7,12410,140,1,11,2007
7,13428,140,1,11,2007
7,15653,72,1,11,2007
8,194,80,1,10,2008
8,194,164,1,10,2008
8,197,80,1,5,2008
8,197,164,1,5,2008
8,206,80,1,2,2008
8,209,78,1,8,2007
8,209,80,1,8,2007
8,215,77,1,8,2007
8,215,78,1,8,2007
8,215,80,1,8,2007
8,215,165,1,3,2007
8,414,78,1,2,2008
8,414,80,1,2,2008
8,414,164,1,2,2008
8,416,164,1,9,2008
8,426,78,1,8,2007
8,428,80,1,2,2008
8,428,164,1,2,2008
8,429,78,1,8,2007
8,438,164,1,4,2008
8,1372,78,1,8,2007
8,1372,80,1,8,2007
8,3232,78,1,8,2007
8,3232,80,1,8,2007
9,87,23,1,6,2009
9,228,170,1,6,2009
9,232,169,1,6,2009
9,255,166,1,4,2009
9,324,166,1,6,2009
9,453,171,1,11,2008
9,454,23,1,6,2009
9,454,166,1,5,2009
9,456,166,1,8,2009
9,466,166,1,1,2010
9,467,108,1,6,2009
9,469,167,1,8,2009
9,480,166,1,6,2009
9,538,72,1,6,2009
9,538,168,1,6,2009
9,1445,166,1,6,2009
9,1575,23,1,6,2009
9,2172,101,1,3,2009
9,3544,23,1,7,2009
9,9914,23,1,6,2009
9,15437,23,1,6,2009
9,16821,101,1,6,2009
10,15,60,1,2,2010
10,15,178,1,2,2010
10,15,189,1,2,2010
10,16,60,1,2,2010
10,17,17,1,8,2010
10,17,60,1,8,2010
10,17,178,1,8,2010
10,35,5,1,5,2010
10,35,17,1,5,2010
10,35,29,1,5,2010
10,35,60,1,5,2010
10,35,188,1,5,2010
10,43,17,1,2,2010
10,43,60,1,2,2010
10,43,78,1,2,2010
10,43,180,1,2,2010
10,54,17,1,1,2011
10,54,38,1,1,2011
10,54,186,1,1,2011
10,56,17,1,10,2010
10,56,38,1,10,2010
10,56,186,1,10,2010
10,65,23,1,1,2011
10,65,38,1,1,2011
10,69,23,1,12,2010
10,69,78,1,12,2010
10,69,133,1,12,2010
10,70,17,1,2,2010
10,86,17,1,10,2010
10,86,72,1,10,2010
10,86,78,1,10,2010
10,86,80,1,10,2010
10,86,101,1,10,2010
10,87,17,1,11,2010
10,87,23,1,11,2010
10,87,38,1,11,2010
10,152,17,1,5,2010
10,152,72,1,5,2010
10,152,77,1,5,2010
10,152,78,1,5,2010
10,152,80,1,5,2010
10,157,72,1,1,2011
10,157,78,1,1,2011
10,157,178,1,1,2011
10,157,189,1,1,2011
10,171,72,1,10,2010
10,171,77,1,10,2010
10,171,78,1,10,2010
10,171,80,1,10,2010
10,179,0,1,5,2010
10,179,4,1,5,2010
10,179,6,1,5,2010
10,179,81,1,5,2010
10,187,77,1,2,2010
10,187,78,1,2,2010
10,188,72,1,5,2010
10,188,77,1,5,2010
10,188,78,1,5,2010
10,188,80,1,5,2010
10,189,72,1,8,2010
10,189,77,1,8,2010
10,189,78,1,8,2010
10,189,108,1,8,2010
10,196,0,1,2,2010
10,196,1,1,2,2010
10,196,72,1,2,2010
10,207,72,1,2,2010
10,207,78,1,2,2010
10,207,175,1,2,2010
10,207,181,1,2,2010
10,215,72,1,5,2010
10,215,78,1,5,2010
10,215,80,1,5,2010
10,215,83,1,5,2010
10,225,23,1,5,2010
10,225,72,1,5,2010
10,225,191,1,5,2010
10,225,194,1,5,2010
10,227,72,1,5,2010
10,227,77,1,5,2010
10,227,78,1,5,2010
10,227,80,1,5,2010
10,227,83,1,5,2010
10,228,168,1,2,2010
10,228,180,1,2,2010
10,228,181,1,2,2010
10,231,17,1,2,2010
10,231,60,1,2,2010
10,231,72,1,2,2010
10,231,188,1,2,2010
10,232,77,1,2,2010
10,232,78,1,2,2010
10,232,169,1,2,2010
10,235,17,1,5,2010
10,235,78,1,5,2010
10,236,17,1,2,2010
10,236,186,1,2,2010
10,276,101,1,2,2010
10,276,102,1,2,2010
10,276,196,1,2,2010
10,286,23,1,2,2010
10,286,38,1,2,2010
10,286,166,1,2,2010
10,287,23,1,2,2010
10,287,38,1,2,2010
10,297,23,1,5,2010
10,297,38,1,5,2010
10,297,166,1,5,2010
10,298,23,1,8,2010
10,298,108,1,12,2010
10,300,23,1,2,2010
10,300,72,1,2,2010
10,300,108,1,2,2010
10,304,23,1,12,2010
10,304,101,1,12,2010
10,304,102,1,12,2010
10,304,166,1,12,2010
10,316,23,1,8,2010
10,316,38,1,8,2010
10,316,72,1,8,2010
10,318,23,1,2,2010
10,318,38,1,2,2010
10,318,166,1,2,2010
10,323,23,1,2,2010
10,323,38,1,2,2010
10,325,101,1,1,2011
10,325,102,1,1,2011
10,325,166,1,1,2011
10,329,101,1,12,2010
10,329,102,1,12,2010
10,329,166,1,12,2010
10,331,23,1,1,2011
10,331,72,1,12,2010
10,331,108,1,12,2010
10,342,23,1,2,2010
10,342,133,1,2,2010
10,342,184,1,2,2010
10,342,192,1,2,2010
10,347,23,1,2,2010
10,347,38,1,2,2010
10,347,166,1,2,2010
10,369,72,1,2,2010
10,369,77,1,2,2010
10,369,78,1,3,2010
10,369,182,1,2,2010
10,375,77,1,2,2010
10,375,78,1,2,2010
10,375,176,1,2,2010
10,376,78,1,3,2010
10,376,189,1,2,2010
10,401,72,1,2,2010
10,401,78,1,2,2010
10,401,168,1,2,2010
10,403,77,1,2,2010
10,403,78,1,2,2010
10,405,183,1,2,2010
10,410,168,1,2,2010
10,410,180,1,2,2010
10,410,181,1,2,2010
10,421,78,1,10,2010
10,421,80,1,10,2010
10,421,133,1,10,2010
10,434,72,1,10,2010
10,434,77,1,10,2010
10,434,78,1,10,2010
10,434,169,1,10,2010
10,456,23,1,12,2010
10,456,166,1,12,2010
10,462,17,1,12,2010
10,462,101,1,12,2010
10,462,186,1,12,2010
10,464,17,1,2,2010
10,464,23,1,2,2010
10,464,38,1,2,2010
10,466,23,1,11,2010
10,466,101,1,11,2010
10,466,102,1,11,2010
10,466,166,1,11,2010
10,472,23,1,12,2010
10,472,166,1,12,2010
10,473,101,1,2,2010
10,473,102,1,2,2010
10,482,101,1,1,2011
10,482,166,1,1,2011
10,484,77,1,2,2010
10,484,78,1,2,2010
10,484,80,1,5,2010
10,484,175,1,2,2010
10,485,60,1,2,2010
10,485,178,1,2,2010
10,486,77,1,2,2010
10,486,78,1,2,2010
10,487,78,1,2,2010
10,487,176,1,2,2010
10,487,197,1,2,2010
10,488,71,1,2,2010
10,488,77,1,2,2010
10,488,78,1,2,2010
10,488,169,1,2,2010
10,489,101,1,2,2010
10,489,102,1,2,2010
10,490,175,1,2,2010
10,490,177,1,2,2010
10,490,179,1,3,2011
10,490,185,1,2,2010
10,491,77,1,2,2010
10,491,78,1,2,2010
10,491,175,1,2,2010
10,492,78,1,2,2010
10,492,175,1,2,2010
10,492,177,1,2,2010
10,493,77,1,2,2010
10,493,78,1,2,2010
10,493,182,1,2,2010
10,494,71,1,2,2010
10,494,77,1,2,2010
10,494,78,1,2,2010
10,495,77,1,2,2010
10,495,78,1,2,2010
10,495,176,1,2,2010
10,496,78,1,2,2010
10,496,168,1,2,2010
10,497,77,1,2,2010
10,497,78,1,2,2010
10,498,0,1,2,2010
10,498,175,1,2,2010
10,498,185,1,2,2010
10,499,77,1,2,2010
10,499,78,1,2,2010
10,500,23,1,2,2010
10,500,29,1,2,2010
10,501,0,1,3,2010
10,501,4,1,3,2010
10,502,72,1,8,2010
10,503,1,1,2,2010
10,503,77,1,2,2010
10,503,78,1,2,2010
10,503,176,1,2,2010
10,504,81,1,2,2010
10,505,175,1,2,2010
10,505,177,1,2,2010
10,505,185,1,2,2010
10,506,77,1,2,2010
10,506,78,1,2,2010
10,507,5,1,2,2010
10,507,17,1,2,2010
10,507,60,1,2,2010
10,507,188,1,2,2010
10,508,72,1,2,2010
10,508,77,1,2,2010
10,508,78,1,2,2010
10,508,176,1,2,2010
10,508,197,1,2,2010
10,509,23,1,2,2010
10,509,72,1,2,2010
10,509,191,1,2,2010
10,510,0,1,2,2010
10,510,77,1,2,2010
10,510,78,1,2,2010
10,510,176,1,2,2010
10,511,77,1,2,2010
10,511,78,1,2,2010
10,512,0,1,2,2010
10,512,176,1,2,2010
10,513,17,1,2,2010
10,513,178,1,2,2010
10,513,189,1,2,2010
10,514,17,1,2,2010
10,514,60,1,2,2010
10,514,188,1,2,2010
10,515,0,1,7,2010
10,515,72,1,7,2010
10,515,78,1,7,2010
10,515,176,1,7,2010
10,516,6,1,2,2010
10,516,88,1,2,2010
10,516,178,1,2,2010
10,517,0,1,2,2010
10,517,5,1,2,2010
10,517,60,1,2,2010
10,517,176,1,2,2010
10,518,17,1,2,2010
10,518,38,1,2,2010
10,518,186,1,2,2010
10,519,72,1,6,2010
10,519,78,1,6,2010
10,519,181,1,6,2010
10,519,187,1,6,2010
10,519,195,1,6,2010
10,520,6,1,2,2010
10,520,29,1,2,2010
10,520,88,1,2,2010
10,520,178,1,2,2010
10,521,23,1,8,2010
10,521,38,1,8,2010
10,521,108,1,8,2010
10,534,72,1,8,2010
10,534,168,1,8,2010
10,534,180,1,8,2010
10,534,181,1,8,2010
10,535,72,1,2,2010
10,535,175,1,2,2010
10,535,177,1,2,2010
10,536,23,1,12,2010
10,536,72,1,12,2010
10,536,77,1,12,2010
10,536,78,1,12,2010
10,536,108,1,12,2010
10,542,23,1,12,2010
10,542,72,1,12,2010
10,545,101,1,2,2011
10,545,102,1,2,2011
10,689,17,1,8,2010
10,689,80,1,8,2010
10,689,186,1,8,2010
10,699,23,1,5,2010
10,699,72,1,5,2010
10,702,72,1,1,2011
10,702,78,1,1,2011
10,702,83,1,1,2011
10,705,0,1,5,2010
10,705,71,1,5,2010
10,705,72,1,5,2010
10,724,0,1,3,2010
10,724,88,1,3,2010
10,724,190,1,3,2010
10,754,78,1,1,2011
10,780,0,1,2,2010
10,780,4,1,2,2010
10,780,5,1,2,2010
10,780,60,1,2,2010
10,803,72,1,12,2010
10,803,180,1,12,2010
10,803,181,1,12,2010
10,803,193,1,12,2010
10,810,0,1,2,2010
10,810,72,1,2,2010
10,850,72,1,2,2010
10,850,77,1,2,2010
10,850,78,1,2,2010
10,850,169,1,2,2010
10,867,178,1,5,2010
10,867,187,1,5,2010
10,867,189,1,5,2010
10,878,0,1,2,2010
10,878,4,1,2,2010
10,878,6,1,2,2010
10,878,81,1,2,2010
10,925,0,1,5,2010
10,925,6,1,5,2010
10,925,88,1,5,2010
10,946,71,1,12,2010
10,946,72,1,12,2010
10,946,191,1,12,2010
10,950,0,1,11,2010
10,950,6,1,11,2010
10,950,88,1,11,2010
10,961,71,1,2,2010
10,961,77,1,2,2010
10,961,78,1,2,2010
10,962,23,1,11,2010
10,962,72,1,11,2010
10,962,78,1,11,2010
10,967,17,1,2,2010
10,967,23,1,2,2010
10,967,38,1,2,2010
10,973,0,1,2,2010
10,973,71,1,2,2010
10,973,72,1,2,2010
10,973,176,1,2,2010
10,986,17,1,12,2010
10,986,23,1,2,2010
10,986,72,1,2,2010
10,986,78,1,12,2010
10,986,80,1,12,2010
10,1029,23,1,8,2010
10,1029,72,1,8,2010
10,1029,78,1,8,2010
10,1037,23,1,1,2011
10,1037,166,1,1,2011
10,1039,0,1,2,2010
10,1039,72,1,2,2010
10,1039,176,1,2,2010
10,1050,72,1,6,2010
10,1050,77,1,6,2010
10,1050,78,1,6,2010
10,1050,187,1,6,2010
10,1050,195,1,6,2010
10,1093,17,1,8,2010
10,1093,78,1,8,2010
10,1099,0,1,2,2010
10,1099,5,1,2,2010
10,1099,72,1,2,2010
10,1113,0,1,10,2010
10,1113,72,1,10,2010
10,1113,77,1,10,2010
10,1113,78,1,10,2010
10,1127,72,1,3,2010
10,1127,190,1,3,2010
10,1140,0,1,2,2010
10,1140,71,1,2,2010
10,1140,72,1,2,2010
10,1140,176,1,2,2010
10,1146,72,1,5,2010
10,1146,78,1,5,2010
10,1146,80,1,5,2010
10,1146,83,1,5,2010
10,1146,194,1,5,2010
10,1174,77,1,2,2010
10,1174,78,1,2,2010
10,1174,180,1,2,2010
10,1174,181,1,2,2010
10,1176,175,1,2,2010
10,1176,177,1,2,2010
10,1176,179,1,2,2010
10,1176,185,1,2,2010
10,1177,78,1,2,2010
10,1177,175,1,2,2010
10,1177,177,1,2,2010
10,1180,175,1,5,2010
10,1180,177,1,5,2010
10,1180,179,1,5,2010
10,1180,185,1,5,2010
10,1180,193,1,5,2010
10,1189,72,1,2,2010
10,1189,175,1,2,2010
10,1189,177,1,2,2010
10,1192,72,1,2,2010
10,1192,175,1,2,2010
10,1192,177,1,2,2010
10,1195,77,1,2,2010
10,1195,78,1,2,2010
10,1195,175,1,2,2010
10,1195,177,1,2,2010
10,1195,179,1,2,2010
10,1265,60,1,2,2010
10,1269,0,1,9,2010
10,1269,4,1,9,2010
10,1370,72,1,1,2011
10,1370,78,1,1,2011
10,1370,80,1,1,2011
10,1370,83,1,1,2011
10,1372,72,1,1,2011
10,1372,77,1,1,2011
10,1372,78,1,1,2011
10,1372,80,1,1,2011
10,1401,72,1,2,2010
10,1401,77,1,2,2010
10,1401,180,1,2,2010
10,1401,181,1,2,2010
10,1439,23,1,2,2010
10,1439,101,1,2,2010
10,1439,166,1,2,2010
10,1450,101,1,1,2011
10,1450,102,1,1,2011
10,1470,23,1,1,2011
10,1470,38,1,1,2011
10,1505,72,1,5,2010
10,1505,77,1,5,2010
10,1505,78,1,5,2010
10,1505,80,1,5,2010
10,1505,83,1,5,2010
10,1568,23,1,2,2010
10,1604,17,1,5,2010
10,1604,23,1,5,2010
10,1608,101,1,2,2010
10,1608,102,1,11,2010
10,1665,72,1,3,2011
10,1665,175,1,3,2011
10,1665,177,1,3,2011
10,1665,179,1,3,2011
10,1668,29,1,11,2010
10,1668,72,1,11,2010
10,1668,78,1,11,2010
10,1668,108,1,11,2010
10,1672,60,1,3,2010
10,1672,188,1,3,2010
10,1709,5,1,8,2010
10,1709,29,1,8,2010
10,1709,60,1,8,2010
10,1709,72,1,8,2010
10,1790,23,1,12,2010
10,1790,72,1,12,2010
10,1790,133,1,12,2010
10,1790,191,1,12,2010
10,1792,29,1,3,2010
10,1792,72,1,3,2010
10,1792,77,1,3,2010
10,1792,78,1,3,2010
10,1847,71,1,1,2011
10,1847,72,1,1,2011
10,1847,77,1,1,2011
10,1847,182,1,1,2011
10,1849,71,1,2,2010
10,1849,77,1,2,2010
10,1849,78,1,2,2010
10,1854,72,1,12,2010
10,1854,77,1,12,2010
10,1854,78,1,12,2010
10,1854,182,1,12,2010
10,1855,78,1,2,2010
10,1855,101,1,2,2010
10,1855,102,1,2,2010
10,1858,102,1,2,2011
10,1858,193,1,2,2011
10,1858,197,1,2,2011
10,1972,78,1,5,2010
10,1972,101,1,5,2010
10,1972,102,1,5,2010
10,1972,197,1,5,2010
10,2007,0,1,2,2010
10,2007,6,1,2,2010
10,2007,178,1,2,2010
10,2011,17,1,5,2010
10,2011,23,1,5,2010
10,2011,38,1,5,2010
10,2068,13,1,8,2010
10,2114,72,1,5,2010
10,2114,77,1,5,2010
10,2114,78,1,5,2010
10,2114,80,1,5,2010
10,2114,83,1,5,2010
10,2143,72,1,2,2010
10,2143,77,1,2,2010
10,2143,179,1,2,2010
10,2172,101,1,2,2010
10,2172,102,1,2,2010
10,2172,196,1,2,2010
10,2363,0,1,2,2010
10,2363,4,1,2,2010
10,2363,81,1,2,2010
10,2373,0,1,10,2010
10,2373,71,1,10,2010
10,2373,72,1,10,2010
10,2373,78,1,10,2010
10,2373,176,1,10,2010
10,2429,72,1,3,2011
10,2429,133,1,3,2011
10,2429,192,1,3,2011
10,2432,23,1,2,2010
10,2432,192,1,2,2010
10,2442,192,5,5,2011
10,2493,17,1,2,2010
10,2493,38,1,2,2010
10,2493,89,1,2,2010
10,2631,72,1,2,2010
10,2631,175,1,2,2010
10,2631,177,1,2,2010
10,2631,179,1,2,2010
10,2726,72,1,12,2010
10,2726,77,1,12,2010
10,2726,78,1,12,2010
10,2726,180,1,12,2010
10,2733,13,1,2,2010
10,2733,17,1,2,2010
10,2733,38,1,2,2010
10,2733,89,1,2,2010
10,2827,72,1,1,2011
10,2827,80,1,1,2011
10,2827,108,1,1,2011
10,2838,175,1,2,2010
10,2838,177,1,2,2010
10,2838,179,1,2,2010
10,2838,193,1,2,2010
10,2911,101,1,2,2010
10,2911,102,1,2,2010
10,2915,101,1,1,2011
10,2915,102,1,1,2011
10,2928,0,1,11,2010
10,2929,71,1,2,2010
10,2929,72,1,2,2010
10,2929,77,1,2,2010
10,2929,78,1,2,2010
10,2944,72,1,2,2010
10,2944,77,1,2,2010
10,2944,176,1,2,2010
10,2964,101,1,2,2010
10,2964,102,1,2,2010
10,2966,77,1,2,2010
10,2966,78,1,2,2010
10,3073,71,1,2,2010
10,3073,72,1,2,2010
10,3073,77,1,2,2010
10,3101,23,1,2,2010
10,3101,72,1,2,2010
10,3101,133,1,2,2010
10,3101,191,1,2,2010
10,3112,72,1,10,2010
10,3112,77,1,10,2010
10,3112,78,1,10,2010
10,3112,178,1,10,2010
10,3212,72,1,4,2010
10,3212,77,1,4,2010
10,3212,78,1,4,2010
10,3212,187,1,4,2010
10,3212,195,1,4,2010
10,3214,0,1,2,2010
10,3214,1,1,2,2010
10,3214,71,1,2,2010
10,3214,176,1,2,2010
10,3291,101,1,1,2011
10,3291,102,1,1,2011
10,3291,166,1,1,2011
10,3378,17,1,10,2010
10,3378,23,1,10,2010
10,3442,80,1,8,2010
10,3442,83,1,8,2010
10,3528,183,1,2,2010
10,3584,72,1,7,2010
10,3584,80,1,7,2010
10,3584,83,1,7,2010
10,3619,101,1,2,2010
10,3619,102,1,2,2010
10,3619,166,1,2,2010
10,3807,71,1,12,2010
10,3807,72,1,12,2010
10,3807,77,1,12,2010
10,3807,78,1,12,2010
10,3876,71,1,12,2010
10,3876,72,1,12,2010
10,3876,77,1,12,2010
10,3876,78,1,12,2010
10,3879,23,1,12,2010
10,3879,72,1,12,2010
10,3879,108,1,12,2010
10,3984,17,1,2,2010
10,3984,38,1,2,2010
