artistID,tagID,value
45,8152,1
46,320,1
46,1502,1
47,8,1
47,17,1
47,60,1
47,85,1
47,126,1
47,308,1
47,558,1
48,5,1
48,6,1
48,60,1
48,85,1
48,178,1
49,12,1
49,13,1
49,15,1
49,16,1
49,17,1
49,18,1
49,23,1
49,24,1
49,25,1
49,26,1
49,32,1
49,38,1
49,41,1
49,55,1
49,68,1
49,72,1
49,73,1
49,77,1
49,78,1
49,80,1
49,83,1
49,104,1
49,108,1
49,120,1
49,121,1
49,126,1
49,127,1
49,133,1
49,169,1
49,183,1
49,184,1
49,186,1
49,190,1
49,191,1
49,194,1
49,199,1
49,200,1
49,208,1
49,209,1
49,212,1
49,228,1
49,229,1
49,230,1
49,237,1
49,274,1
49,284,1
49,295,1
49,345,1
49,356,1
49,357,1
49,382,1
49,388,1
49,440,1
49,496,1
49,498,1
49,501,1
49,502,1
49,505,1
49,512,1
49,635,1
49,655,1
49,682,1
49,699,1
49,723,1
49,794,1
49,817,1
49,824,1
49,828,1
49,831,1
49,843,1
49,878,1
49,880,1
49,882,1
49,885,1
49,888,1
49,889,1
49,890,1
49,892,1
49,893,1
49,912,1
49,949,1
49,950,1
49,953,1
49,954,1
49,955,1
49,956,1
49,957,1
49,958,1
49,961,1
49,962,1
49,965,1
49,1037,1
49,1041,1
49,1090,1
49,1093,1
49,1410,1
49,1432,1
49,1433,1
49,1481,1
49,1650,1
49,1705,1
49,1755,1
49,1847,1
49,1916,1
49,1917,1
49,1951,1
49,1967,1
49,2075,1
49,2292,1
49,2474,1
49,2505,1
49,2533,1
49,2651,1
49,2663,1
49,2755,1
49,2837,1
49,2999,1
49,3075,1
49,3076,1
49,3116,1
49,3424,1
49,3425,1
49,3517,1
49,3533,1
49,3744,1
49,3758,1
49,4029,1
49,4287,1
49,4408,1
49,4740,1
49,4743,1
49,4750,1
49,4776,1
49,4806,1
49,4808,1
49,4817,1
49,4834,1
49,4971,1
49,5187,1
49,5189,1
49,5191,1
49,5193,1
49,5816,1
49,5817,1
49,6388,1
49,6521,1
49,6528,1
49,6538,1
49,6811,1
49,7465,1
49,7468,1
49,7469,1
49,7526,1
49,7996,1
49,8163,1
49,8164,1
49,8165,1
49,8167,1
49,8168,1
49,8170,1
49,8171,1
49,8173,1
49,8175,1
49,8177,1
49,8178,1
49,8180,1
49,8181,1
49,8183,1
49,8185,1
49,8186,1
49,8187,1
49,8188,1
49,8190,1
49,8195,1
49,8196,1
49,8202,1
49,8203,1
49,8204,1
49,8208,1
49,8209,1
49,8523,1
49,9452,1
49,10883,1
49,10888,1
49,11548,1
50,12,1
50,14,1
50,17,1
50,19,1
50,20,1
50,23,1
50,38,1
50,40,1
50,101,1
50,126,1
50,129,1
50,183,1
50,237,1
50,550,1
50,720,1
50,819,1
50,1478,1
50,2295,1
50,4726,1
50,4960,1
50,6517,1
50,6519,1
50,6531,1
50,8317,1
50,9989,1
50,10502,1
50,10983,1
51,12,1
51,13,1
51,14,1
51,17,1
51,19,1
51,20,1
51,24,1
51,25,1
51,32,1
51,38,1
51,68,1
51,78,1
51,80,1
51,82,1
51,94,1
51,126,1
51,183,1
51,186,1
51,190,1
51,191,1
51,212,1
51,229,1
51,232,1
51,233,1
51,237,1
51,295,1
51,308,1
51,320,1
51,340,1
51,345,1
51,386,1
51,418,1
51,440,1
51,493,1
51,501,1
51,504,1
51,519,1
51,720,1
51,794,1
51,817,1
51,818,1
51,829,1
51,832,1
51,838,1
51,1478,1
51,1504,1
51,1872,1
51,1917,1
51,2295,1
51,2303,1
51,2316,1
51,2331,1
51,2338,1
51,2734,1
51,3533,1
51,3636,1
51,3927,1
51,4171,1
51,4221,1
51,4529,1
51,4652,1
51,5933,1
51,6672,1
51,6727,1
51,9304,1
51,9310,1
51,9989,1
51,10133,1
51,10490,1
51,10876,1
52,12,1
52,13,1
52,14,1
52,17,1
52,19,1
52,20,1
52,23,1
52,26,1
52,48,1
52,61,1
52,72,1
52,78,1
52,80,1
52,126,1
52,129,1
52,186,1
52,209,1
52,237,1
52,345,1
52,363,1
52,386,1
52,607,1
52,720,1
52,817,1
52,819,1
52,829,1
52,1433,1
52,1478,1
52,2295,1
52,5933,1
52,6199,1
52,6517,1
52,9304,1
52,9307,1
52,9989,1
53,12,1
53,15,1
53,17,1
53,18,1
53,23,1
53,24,1
53,38,1
53,48,1
53,68,1
53,72,1
53,73,1
53,78,1
53,80,1
53,89,1
53,101,1
53,104,1
53,123,1
53,126,1
53,129,1
53,166,1
53,186,1
53,190,1
53,194,1
53,198,1
53,199,1
53,200,1
53,201,1
53,202,1
53,203,1
53,204,1
53,205,1
53,207,1
53,208,1
53,209,1
53,212,1
53,214,1
53,227,1
53,229,1
53,232,1
53,233,1
53,237,1
53,241,1
53,284,1
53,295,1
53,307,1
53,308,1
53,339,1
53,340,1
53,341,1
53,343,1
53,344,1
53,345,1
53,350,1
53,351,1
53,352,1
53,353,1
53,356,1
53,357,1
53,358,1
53,359,1
53,362,1
53,365,1
53,389,1
53,476,1
53,489,1
53,491,1
53,494,1
53,495,1
53,500,1
53,501,1
53,502,1
53,503,1
53,504,1
53,505,1
53,509,1
53,510,1
53,512,1
53,517,1
53,520,1
53,563,1
53,618,1
53,633,1
53,663,1
53,691,1
53,717,1
53,723,1
53,774,1
53,785,1
53,807,1
53,817,1
53,831,1
53,832,1
53,837,1
53,1016,1
53,1025,1
53,1223,1
53,1224,1
53,1305,1
53,1431,1
53,1433,1
53,1443,1
53,1481,1
53,1563,1
53,1628,1
53,1641,1
53,1697,1
53,1705,1
53,1843,1
53,1872,1
53,1936,1
53,2180,1
53,2181,1
53,2182,1
53,2183,1
53,2187,1
53,2292,1
53,2426,1
53,2653,1
53,2756,1
53,2795,1
53,2803,1
53,2808,1
53,2837,1
53,3017,1
53,3185,1
53,3380,1
53,3718,1
53,3836,1
53,3837,1
53,3842,1
53,3843,1
53,4066,1
53,4193,1
53,4260,1
53,4335,1
53,4336,1
53,4394,1
53,4802,1
53,5114,1
53,5194,1
53,5558,1
53,5802,1
53,5803,1
53,5811,1
53,5815,1
53,5867,1
53,5910,1
53,6479,1
53,6644,1
53,6950,1
53,7410,1
53,7418,1
53,7599,1
53,7675,1
53,7676,1
53,7899,1
53,7900,1
53,7907,1
53,8096,1
53,8923,1
53,8930,1
53,9218,1
53,9235,1
53,9248,1
53,9261,1
53,9661,1
53,10883,1
53,11367,1
53,11368,1
53,11585,1
53,11587,1
53,11637,1
53,11939,1
54,12,1
54,17,1
54,18,1
54,23,1
54,24,1
54,25,1
54,32,1
54,38,1
54,41,1
54,73,1
54,78,1
54,84,1
54,104,1
54,183,1
54,186,1
54,190,1
54,198,1
54,202,1
54,208,1
54,209,1
54,212,1
54,233,1
54,284,1
54,305,1
54,308,1
54,320,1
54,345,1
54,347,1
54,389,1
54,476,1
54,487,1
54,496,1
54,500,1
54,520,1
54,563,1
54,634,1
54,655,1
54,717,1
54,728,1
54,807,1
54,824,1
54,949,1
54,950,1
54,952,1
54,1129,1
54,1433,1
54,1500,1
54,1563,1
54,1800,1
54,1872,1
54,1943,1
54,1951,1
54,2429,1
54,2489,1
54,2619,1
54,2954,1
54,3170,1
54,3172,1
54,3298,1
54,3703,1
54,3927,1
54,4960,1
54,5932,1
54,6126,1
54,6206,1
54,6794,1
54,7674,1
54,7707,1
54,8402,1
54,8997,1
54,9268,1
54,9303,1
54,9304,1
54,9305,1
54,9451,1
54,9453,1
54,9725,1
54,10322,1
54,10323,1
54,10707,1
54,11375,1
55,12,1
55,13,1
55,14,1
55,17,1
55,19,1
55,20,1
55,21,1
55,61,1
55,104,1
55,229,1
55,298,1
55,320,1
55,357,1
55,819,1
55,3095,1
55,5932,1
55,5933,1
55,5934,1
55,8210,1
55,9310,1
56,12,1
56,13,1
56,14,1
56,17,1
56,20,1
56,23,1
56,25,1
56,26,1
56,32,1
56,38,1
56,48,1
56,61,1
56,68,1
56,73,1
56,78,1
56,79,1
56,80,1
56,104,1
56,120,1
56,126,1
56,129,1
56,133,1
56,184,1
56,186,1
56,190,1
56,194,1
56,198,1
56,202,1
56,209,1
56,229,1
56,237,1
56,286,1
56,291,1
56,308,1
56,339,1
56,347,1
56,357,1
56,389,1
56,493,1
56,699,1
56,706,1
56,720,1
56,774,1
56,792,1
56,817,1
56,818,1
56,819,1
56,829,1
56,832,1
56,948,1
56,1433,1
56,1481,1
56,1697,1
56,1872,1
56,1890,1
56,4193,1
56,4221,1
56,4726,1
56,4765,1
56,5157,1
56,5189,1
56,5934,1
56,6451,1
56,6519,1
56,7338,1
56,8971,1
56,9304,1
56,9313,1
56,9451,1
56,9686,1
56,10041,1
56,10501,1
56,11559,1
56,11560,1
57,15,1
57,16,1
57,17,1
57,18,1
57,23,1
57,24,1
57,32,1
57,38,1
57,41,1
57,45,1
57,68,1
57,72,1
57,73,1
57,77,1
57,78,1
57,80,1
57,83,1
57,120,1
57,126,1
57,133,1
57,169,1
57,178,1
57,180,1
57,183,1
57,186,1
57,190,1
57,194,1
57,209,1
57,268,1
57,274,1
57,295,1
57,305,1
57,329,1
57,345,1
57,357,1
57,382,1
57,440,1
57,476,1
57,489,1
57,503,1
57,504,1
57,563,1
57,706,1
57,878,1
57,880,1
57,882,1
57,884,1
57,888,1
57,890,1
57,892,1
57,927,1
57,949,1
57,950,1
57,951,1
57,957,1
57,962,1
57,1433,1
57,1512,1
57,1517,1
57,1755,1
57,1800,1
57,1808,1
57,1820,1
57,2075,1
57,2151,1
57,2157,1
57,2546,1
57,2677,1
57,2755,1
57,3425,1
57,3440,1
57,3517,1
57,3601,1
57,3888,1
57,3889,1
57,3891,1
57,4249,1
57,4776,1
57,4794,1
57,4817,1
57,5039,1
57,5361,1
57,6518,1
57,6521,1
57,6527,1
57,6944,1
57,7468,1
57,7990,1
57,8439,1
57,8939,1
57,9211,1
57,9730,1
57,10044,1
57,11167,1
57,11274,1
57,11548,1
58,6015,1
59,15,1
59,16,1
59,17,1
59,23,1
59,24,1
59,38,1
59,68,1
59,73,1
59,86,1
59,194,1
59,388,1
59,878,1
59,880,1
59,882,1
59,885,1
59,888,1
59,890,1
59,892,1
59,894,1
59,912,1
59,926,1
59,927,1
59,1508,1
59,1755,1
59,2677,1
59,3370,1
59,3440,1
59,3441,1
59,3442,1
59,3443,1
59,3444,1
59,3445,1
59,3533,1
59,4249,1
59,4817,1
59,6520,1
59,6527,1
59,6534,1
59,7530,1
59,9586,1
59,11548,1
60,15,1
60,16,1
60,23,1
60,24,1
60,78,1
60,382,1
60,888,1
60,890,1
60,909,1
60,2151,1
60,3905,1
61,12,1
61,13,1
61,17,1
61,22,1
61,39,1
61,78,1
61,133,1
61,186,1
61,190,1
61,228,1
61,237,1
61,308,1
61,345,1
61,363,1
61,720,1
61,794,1
61,818,1
61,828,1
61,829,1
61,838,1
61,1025,1
61,1478,1
61,1481,1
61,2061,1
61,2316,1
61,3397,1
61,6004,1
61,6198,1
61,6199,1
61,6821,1
61,6936,1
61,7685,1
61,11844,1
62,12,1
62,13,1
62,14,1
62,17,1
62,19,1
62,20,1
62,32,1
62,38,1
62,45,1
62,73,1
62,80,1
62,129,1
62,186,1
62,209,1
62,228,1
62,231,1
62,237,1
62,308,1
62,386,1
62,440,1
62,493,1
62,550,1
62,597,1
62,723,1
62,807,1
62,817,1
62,819,1
62,829,1
62,1368,1
62,1478,1
62,1872,1
62,2303,1
62,2316,1
62,2677,1
62,2837,1
62,3294,1
62,3505,1
62,4046,1
62,4172,1
62,4193,1
62,5170,1
62,5933,1
62,6532,1
62,8935,1
62,9235,1
63,0,1
63,12,1
63,13,1
63,15,1
63,17,1
63,23,1
63,25,1
63,32,1
63,55,1
63,72,1
63,77,1
63,78,1
63,80,1
63,83,1
63,108,1
63,120,1
63,126,1
63,133,1
63,184,1
63,191,1
63,194,1
63,209,1
63,212,1
63,228,1
63,229,1
63,230,1
63,233,1
63,237,1
63,284,1
63,286,1
63,291,1
63,295,1
63,305,1
63,345,1
63,347,1
63,357,1
63,380,1
63,381,1
63,382,1
63,440,1
63,493,1
63,501,1
63,505,1
63,519,1
63,547,1
63,576,1
63,655,1
63,688,1
63,699,1
63,717,1
63,723,1
63,786,1
63,792,1
63,817,1
63,818,1
63,819,1
63,829,1
63,832,1
63,835,1
63,843,1
63,948,1
63,951,1
63,1034,1
63,1078,1
63,1093,1
63,1186,1
63,1195,1
63,1198,1
63,1209,1
63,1334,1
63,1340,1
63,1478,1
63,1722,1
63,1841,1
63,1843,1
63,1872,1
63,1917,1
63,1971,1
63,2295,1
63,2303,1
63,2331,1
63,2334,1
63,2417,1
63,2474,1
63,2609,1
63,2677,1
63,2685,1
63,2958,1
63,3097,1
63,3409,1
63,3525,1
63,3533,1
63,3762,1
63,3797,1
63,3996,1
63,4182,1
63,4249,1
63,4417,1
63,4532,1
63,4776,1
63,4831,1
63,4971,1
63,5188,1
63,5327,1
63,5465,1
63,5608,1
63,5865,1
63,5934,1
63,6517,1
63,6536,1
63,7146,1
63,7236,1
63,7900,1
63,7902,1
63,7909,1
63,7915,1
63,8051,1
63,8114,1
63,8210,1
63,8211,1
63,8298,1
63,8303,1
63,8460,1
63,8478,1
63,8523,1
63,9103,1
63,9248,1
63,9306,1
63,9310,1
63,9678,1
63,9696,1
63,9727,1
63,9822,1
63,10014,1
63,10040,1
63,10133,1
63,10283,1
63,10394,1
63,10395,1
63,10397,1
63,10398,1
63,10399,1
63,10400,1
63,10407,1
63,10875,1
63,11367,1
63,11375,1
63,11419,1
63,11605,1
63,11848,1
63,11849,1
63,11857,1
64,12,1
64,13,1
64,17,1
64,20,1
64,23,1
64,38,1
64,78,1
64,89,1
64,104,1
64,126,1
64,129,1
64,186,1
64,308,1
64,345,1
64,819,1
64,2232,1
64,3703,1
64,7662,1
64,8319,1
64,9451,1
65,0,1
65,12,1
65,15,1
65,16,1
65,17,1
65,18,1
65,23,1
65,24,1
65,38,1
65,48,1
65,68,1
65,72,1
65,78,1
65,80,1
65,82,1
65,84,1
65,87,1
65,89,1
65,101,1
65,102,1
65,104,1
65,108,1
65,115,1
65,123,1
65,126,1
65,127,1
65,129,1
65,133,1
65,158,1
65,166,1
65,169,1
65,183,1
65,184,1
65,186,1
65,190,1
65,191,1
65,198,1
65,199,1
65,200,1
65,201,1
65,202,1
65,203,1
65,204,1
65,205,1
65,207,1
65,208,1
65,209,1
65,212,1
65,214,1
65,215,1
65,228,1
65,229,1
65,230,1
65,232,1
65,233,1
65,237,1
65,241,1
65,284,1
65,291,1
65,318,1
65,339,1
65,345,1
65,347,1
65,350,1
65,351,1
65,357,1
65,363,1
65,474,1
65,476,1
65,494,1
65,496,1
65,498,1
65,501,1
65,502,1
65,504,1
65,505,1
65,519,1
65,520,1
65,563,1
65,629,1
65,632,1
65,633,1
65,634,1
65,635,1
65,654,1
65,655,1
65,657,1
65,663,1
65,681,1
65,682,1
65,690,1
65,698,1
65,699,1
65,701,1
65,703,1
65,705,1
65,706,1
65,723,1
65,747,1
65,759,1
65,761,1
65,766,1
65,771,1
65,785,1
65,803,1
65,807,1
65,817,1
65,823,1
65,831,1
65,832,1
65,837,1
65,843,1
65,949,1
65,956,1
65,984,1
65,1025,1
65,1035,1
65,1079,1
65,1080,1
65,1129,1
65,1223,1
65,1226,1
65,1254,1
65,1281,1
65,1282,1
65,1297,1
65,1431,1
65,1433,1
65,1475,1
65,1478,1
65,1481,1
65,1484,1
65,1486,1
65,1487,1
65,1583,1
65,1614,1
65,1623,1
65,1697,1
65,1705,1
65,1714,1
65,1843,1
65,1872,1
65,1951,1
65,2160,1
65,2352,1
65,2533,1
65,2602,1
65,2756,1
65,2837,1
65,2931,1
65,3093,1
65,3106,1
65,3109,1
65,3110,1
65,3111,1
65,3112,1
65,3113,1
65,3114,1
65,3115,1
65,3117,1
65,3120,1
65,3121,1
65,3182,1
65,3183,1
65,3185,1
65,3260,1
65,3261,1
65,3262,1
65,3305,1
65,3318,1
65,3366,1
65,3487,1
65,3497,1
65,3533,1
65,3627,1
65,3703,1
65,3845,1
65,3898,1
65,3927,1
65,4109,1
65,4110,1
65,4111,1
65,4112,1
65,4113,1
65,4114,1
65,4115,1
65,4116,1
65,4193,1
65,4301,1
65,4394,1
65,4408,1
65,4601,1
65,4782,1
65,4783,1
65,5187,1
65,5193,1
65,5661,1
65,5664,1
65,5667,1
65,5802,1
65,5803,1
65,5804,1
65,5806,1
65,5811,1
65,5815,1
65,5816,1
65,5817,1
65,5873,1
65,5908,1
65,6421,1
65,6422,1
65,6480,1
65,6708,1
65,6786,1
65,7350,1
65,7410,1
65,7414,1
65,7465,1
65,7468,1
65,7674,1
65,7752,1
65,7846,1
65,8102,1
65,8119,1
65,8591,1
65,8894,1
65,9218,1
65,9235,1
65,9305,1
65,9424,1
65,9451,1
65,9453,1
65,9539,1
65,9661,1
65,9750,1
65,9751,1
65,9752,1
65,10120,1
65,10136,1
65,10355,1
65,10356,1
65,10364,1
65,10367,1
65,11065,1
65,11367,1
65,11368,1
65,11369,1
65,11375,1
65,11412,1
66,12,1
66,15,1
66,16,1
66,17,1
66,23,1
66,24,1
66,38,1
66,72,1
66,73,1
66,353,1
66,388,1
66,702,1
66,878,1
66,880,1
66,882,1
66,885,1
66,890,1
66,894,1
66,915,1
66,950,1
66,951,1
66,953,1
66,954,1
66,955,1
66,956,1
66,957,1
66,961,1
66,963,1
66,1168,1
66,1755,1
66,2651,1
66,3533,1
66,6644,1
66,9572,1
66,9576,1
67,12,1
67,19,1
67,23,1
67,24,1
67,48,1
67,78,1
67,82,1
67,84,1
67,120,1
67,129,1
67,166,1
67,194,1
67,208,1
67,237,1
67,345,1
67,519,1
67,520,1
67,618,1
67,695,1
67,817,1
67,822,1
67,829,1
67,832,1
67,837,1
67,1089,1
67,1431,1
67,1761,1
67,1872,1
67,1951,1
67,2651,1
67,3182,1
67,3185,1
67,3240,1
67,4029,1
67,5608,1
67,5609,1
68,12,1
68,13,1
68,14,1
68,15,1
68,17,1
68,19,1
68,20,1
68,23,1
68,24,1
68,25,1
68,32,1
68,38,1
68,55,1
68,72,1
68,77,1
68,78,1
68,80,1
68,82,1
68,83,1
68,87,1
68,89,1
68,104,1
68,126,1
68,129,1
68,133,1
68,169,1
68,183,1
68,186,1
68,190,1
68,212,1
68,215,1
68,233,1
68,237,1
68,274,1
68,295,1
68,305,1
68,308,1
68,345,1
68,357,1
68,382,1
68,474,1
68,496,1
68,519,1
68,520,1
68,560,1
68,563,1
68,817,1
68,826,1
68,829,1
68,830,1
68,832,1
68,843,1
68,1433,1
68,1478,1
68,1480,1
68,1650,1
68,1904,1
68,2075,1
68,2316,1
68,2338,1
68,2677,1
68,2755,1
68,2758,1
68,2835,1
68,3517,1
68,3520,1
68,3797,1
68,4776,1
68,4830,1
68,4831,1
68,6518,1
68,6534,1
68,6538,1
68,7338,1
68,7465,1
68,7469,1
68,8288,1
68,8802,1
68,9679,1
68,11098,1
69,12,1
69,13,1
69,14,1
69,17,1
69,20,1
69,22,1
69,23,1
69,45,1
69,48,1
69,55,1
69,72,1
69,78,1
69,80,1
69,129,1
69,133,1
69,184,1
69,194,1
69,212,1
69,233,1
69,237,1
69,291,1
69,295,1
69,339,1
69,345,1
69,382,1
69,501,1
69,504,1
69,505,1
69,519,1
69,521,1
69,550,1
69,618,1
69,817,1
69,818,1
69,819,1
69,829,1
69,840,1
69,1478,1
69,1500,1
69,2806,1
69,4301,1
69,8114,1
69,9696,1
69,9878,1
69,10883,1
69,11433,1
70,0,1
70,2,1
70,8,1
70,12,1
70,13,1
70,15,1
70,16,1
70,17,1
70,18,1
70,20,1
70,22,1
70,23,1
70,24,1
70,25,1
70,31,1
70,32,1
70,38,1
70,41,1
70,46,1
70,55,1
70,60,1
70,68,1
70,72,1
70,73,1
70,77,1
70,78,1
70,80,1
70,82,1
70,83,1
70,87,1
70,89,1
70,104,1
70,120,1
70,126,1
70,129,1
70,133,1
70,178,1
70,183,1
70,184,1
70,186,1
70,190,1
70,191,1
70,194,1
70,198,1
70,200,1
70,202,1
70,205,1
70,206,1
70,208,1
70,209,1
70,212,1
70,228,1
70,229,1
70,232,1
70,233,1
70,237,1
70,274,1
70,284,1
70,286,1
70,291,1
70,295,1
70,305,1
70,308,1
70,345,1
70,357,1
70,363,1
70,380,1
70,382,1
70,388,1
70,389,1
70,405,1
70,419,1
70,440,1
70,476,1
70,487,1
70,488,1
70,489,1
70,490,1
70,491,1
70,492,1
70,493,1
70,496,1
70,498,1
70,499,1
70,500,1
70,501,1
70,503,1
70,504,1
70,505,1
70,506,1
70,507,1
70,508,1
70,519,1
70,520,1
70,563,1
70,568,1
70,655,1
70,691,1
70,706,1
70,712,1
70,717,1
70,785,1
70,786,1
70,792,1
70,794,1
70,795,1
70,800,1
70,805,1
70,818,1
70,824,1
70,825,1
70,826,1
70,828,1
70,830,1
70,831,1
70,832,1
70,833,1
70,834,1
70,837,1
70,878,1
